"analysis_version","analysis_taxon_id","species","outcome","contrast","period_label","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","n","status"
"post_stage4a_staged_refit_v1_s2_detectability","atx_82312e6f2848","Common Goldeneye","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",0.172501476681901,0.0199857881712423,0.13333005166362,0.211672901700182,1.18827357531577,1.14262706206495,1.23574360932953,6.07078513463385e-18,9.37721256612506e-17,21195,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",-0.0972400193598557,0.0863280014959329,-0.266439793149204,0.0719597544294926,0.907338201261386,0.766102126934164,1.07461209481669,0.259995470131317,0.90612521393875,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0521366392700377,0.085781260858843,-0.220264821101805,0.11599154256173,0.949199160101218,0.802306302188107,1.12298637450515,0.543329494207789,0.887438173872722,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0746883293149467,0.0712434552577908,-0.214322935754407,0.064946277124514,0.928032681841031,0.807087705456536,1.06710169507276,0.294475745485013,0.836123145327577,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",-0.105548152041978,0.087589461152966,-0.277220341327062,0.0661240372431051,0.899831143096608,0.757887484777165,1.0683592252808,0.22819073501822,0.360688581157832,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",-0.0894381541308227,0.0695522322062807,-0.2257580242995,0.0468817160378543,0.91444481801009,0.797911153418101,1.04799804038751,0.198473252773029,0.335351358133739,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",0.0618830718583414,0.0677054447828181,-0.0708171614732474,0.19458330518993,1.06383794486133,0.931632214817975,1.21480467820438,0.360714553700582,0.506703618408908,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",-0.0937341535737975,0.0646392779070614,-0.220424810258313,0.0329565031107183,0.910524789829602,0.80217795214714,1.03350558398565,0.147027457490875,0.249826532520984,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",-0.0574416983144441,0.0537249159534145,-0.162740598655578,0.0478572020266897,0.944176935888609,0.849811602097641,1.04902084657768,0.284987791798686,0.758838532145091,6342,"completed_with_convergence_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",0.0124793963403657,0.0559788505286511,-0.0972371345917414,0.122195927272473,1.01255758893379,0.907340818725473,1.12997547310568,0.823589553562185,1,6342,"completed_with_convergence_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0224811509870392,0.0444299438676301,-0.10956224080273,0.064599938828652,0.97776966701277,0.896226380776752,1.06673218088233,0.612862979459368,0.858008171243115,6342,"completed_with_convergence_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",-0.047124371806082,0.0558271889856011,-0.156543651575971,0.0622949079638073,0.953968743396344,0.855094190679197,1.06427616196801,0.398607106365125,0.625894182045782,6342,"completed_with_convergence_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.00516721739243396,0.0418951438655497,-0.0769457557111676,0.0872801904960356,1.00518059048419,0.925940079205355,1.09120238142545,0.901840317697677,0.995728888072029,6342,"completed_with_convergence_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",0.0184860515990356,0.0413288589409836,-0.0625170234474286,0.0994891266454997,1.01865797642058,0.939397070900706,1.10460645989703,0.654664528454145,0.887553709581999,6342,"completed_with_convergence_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_8608f2ed61cf","Pigeon Guillemot","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",-0.00877720639383697,0.0388777469414164,-0.0849761901990754,0.0674217774114015,0.991261200830681,0.918534154256453,1.06974657797857,0.821384763300604,0.874953334820209,6342,"completed_with_convergence_warning"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",-0.0404988871903124,0.0616313240893188,-0.161294062724893,0.0802962883442683,0.960310233153349,0.851041774644275,1.08360808056045,0.511106769537572,0.913821714042808,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",0.126677046643635,0.0609603134952023,0.00719702770676732,0.246157065580502,1.1350503902497,1.00722298855361,1.27910046042145,0.0377070699037882,0.230955803160702,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",0.0430890797266612,0.0501163063388278,-0.0551370757356177,0.14131523518894,1.04403089269499,0.946355416697284,1.1517876747676,0.389909425415455,0.836123145327577,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",0.0835180465930717,0.0649434281677226,-0.0437687336482287,0.210804826834372,1.08710483365441,0.9571752943165,1.23467135682674,0.198438773524758,0.333302977459066,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",0.118353090738456,0.05027142384467,0.0198229105513546,0.216883270925557,1.12564149479364,1.0200206891301,1.24219909292414,0.0185585432832325,0.0649549014913138,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",0.251181793205726,0.0477885918478818,0.157517874311993,0.344845712099459,1.28554376621202,1.17060168149437,1.41177208351254,1.47139364614522e-07,7.20982886611159e-06,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",0.10906374563302,0.04621375401255,0.0184864521780288,0.199641039088011,1.11523343933717,1.01865838447365,1.22096440099345,0.0182756960043899,0.0642348457357552,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",0.0174731966850318,0.0400008533472393,-0.0609270352264258,0.0958734285964893,1.01762674601502,0.940891889235139,1.10061974819121,0.662241459527428,0.954276229530258,8109,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0202290012680161,0.0406050872503394,-0.0998135098677878,0.0593555073317555,0.979974232267283,0.905006177021133,1.06115242115682,0.618350948464584,0.911946037467099,8109,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.00137790229149218,0.0328821651826654,-0.0658257617832132,0.0630699572002289,0.998623046580003,0.936293988274895,1.06510134813333,0.966575032701999,1,8109,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",0.0272369437820729,0.0425121112085091,-0.0560852630933665,0.110559150657512,1.02761126001796,0.945458519735611,1.11690241261033,0.521726263998669,0.682747692115176,8109,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.0276352234673691,0.0325038527855934,-0.0360711573511859,0.091341604285924,1.02802061822132,0.964571654677098,1.09564321775756,0.395206243092589,0.537919608653802,8109,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",0.0140926596149135,0.03098365655623,-0.0466341913446557,0.0748195105744827,1.01419242926474,0.954436474862216,1.07768962174922,0.649223114008219,0.887553709581999,8109,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_86eda7ed9025","Red-necked Grebe","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",0.0275290155512901,0.0300064854332259,-0.0312826152004584,0.0863406463030386,1.02791144009167,0.969201623255617,1.09017763003958,0.358914467155002,0.517259085017503,8109,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",-0.00314758416703535,0.0599869367753086,-0.120719819789521,0.114424651455451,0.99685736428276,0.886282243554668,1.12122815497147,0.958153274526938,0.999933431101863,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.100572217319191,0.0595634355734938,-0.217314405838711,0.0161699712003284,0.904319802502717,0.804676934402808,1.01630141269736,0.0913173615783089,0.364075183359604,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0518599007431133,0.0492016807255031,-0.148293422943938,0.0445736214577112,0.94946187642873,0.862178094988101,1.04558195114434,0.29187054823552,0.836123145327577,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",0.0815391174144206,0.0639286580265121,-0.0437587498975205,0.206836984726362,1.08495565741401,0.957184850563726,1.22978208217712,0.202142759184382,0.333302977459066,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",0.0928868681010239,0.0547602177909077,-0.0144411865547247,0.200214922756773,1.09733758436076,0.985662587240336,1.22166529361949,0.0898390682030267,0.183421430914513,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",0.110312125216446,0.0543132962723506,0.00386002064098573,0.216764229791907,1.11662654337399,1.00386748011548,1.24205122893702,0.0422515945710512,0.172527344498459,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",0.0898608012512631,0.0491018549059903,-0.00637706593858933,0.186098668441115,1.09402198661405,0.993643224392566,1.2045411047075,0.0672365197570576,0.143243020351992,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",-0.0138047494622905,0.0275782212776063,-0.067857069924075,0.0402475709994941,0.986290099136223,0.934394017041097,1.04106848065505,0.616675841644369,0.954276229530258,12030,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",0.0360524521155583,0.0290577960131409,-0.0208997815403094,0.0930046857714261,1.03671022270924,0.979317105303463,1.09746687773497,0.214710939970486,0.770163672250197,12030,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",0.0111238513266339,0.0232893996557282,-0.0345225332201529,0.0567702358734208,1.01118595141123,0.966066570850508,1.05841259720978,0.632909436822302,0.861460066785911,12030,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",0.14215357663613,0.0307474539102234,0.0818896743557871,0.202417478916473,1.15275367097448,1.08533606282377,1.22435904551796,3.77749654476262e-06,3.08495551155614e-05,12030,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.227398805908538,0.0268837155900653,0.174707691581392,0.280089920235683,1.25533040130702,1.1908980562022,1.32324879383134,2.70588460531448e-17,3.31470864151024e-16,12030,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",0.112887472968647,0.0266350696517174,0.0606836957255648,0.165091250211728,1.11950595117927,1.0625627678824,1.1795007434935,2.252165336962e-05,0.000183926835851897,12030,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_87b306550dba","Harlequin Duck","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",0.204666744769229,0.0237855924511637,0.158047840214,0.251285649324458,1.22711605397069,1.17122222488929,1.28567728473128,7.65486740091842e-18,9.37721256612506e-17,12030,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",-0.0923797810127377,0.10391567895476,-0.296050769193095,0.111291207167619,0.911758815097459,0.743749667491169,1.11772034764344,0.374009583799797,0.90612521393875,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.00516827099598441,0.0983252726646294,-0.197882264188739,0.18754572219677,0.994845061537954,0.820466445734117,1.20628540217864,0.95808010043909,0.995910234697689,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.048774026004361,0.0833560444934315,-0.212148871105205,0.114600819096483,0.952396322185992,0.808844275061839,1.12142569649029,0.558461085095307,0.836123145327577,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",-0.0113809241414155,0.097253524998779,-0.201994330508588,0.179232482225757,0.988683593586664,0.817099560468045,1.1962988300563,0.90684162456683,0.925734158411972,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",-0.041366003944773,0.0902163375014226,-0.218186776264672,0.135454768375126,0.959477892980909,0.803975264145473,1.14505740185622,0.646578826419895,0.827463852853463,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",0.0966048321338354,0.0885676753365631,-0.0769846217202647,0.270194285987935,1.10142503982898,0.925904092309151,1.31021898319596,0.275384690696776,0.449794994804735,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",-0.0333699826638777,0.08035973611937,-0.190872171264985,0.12413220593723,0.967180653308993,0.826238198384759,1.13216554011171,0.677953413999773,0.788064443187755,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",-0.0263001151150366,0.0942103350760494,-0.210948978835544,0.158348748605471,0.974042720795592,0.809815383551118,1.17157470851502,0.780119123282698,0.977395393873099,2573,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",0.0519492853995458,0.0825926651729056,-0.109929363726525,0.213827934525616,1.05332232233806,0.895897415916425,1.23840954893338,0.529360954042528,0.894437474071857,2573,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",0.0128245851422546,0.0702103930011664,-0.124785256480435,0.150434426764944,1.01290717280751,0.882686433424994,1.16233908427015,0.855065308669176,1,2573,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",0.0505468797633872,0.0831825082928137,-0.112487840634232,0.213581600161006,1.05184617249888,0.893608212751568,1.23810452367466,0.543411428418201,0.682747692115176,2573,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.0671028802665889,0.0774325174983646,-0.0846620652624732,0.218867825795651,1.06940549323755,0.91882273406211,1.24466675297712,0.386162200258284,0.537919608653802,2573,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",0.0502332704016705,0.0713397964174854,-0.0895901612410204,0.190056702044361,1.05151635541166,0.914305826459988,1.20931816652556,0.481345014551054,0.737059553531301,2573,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_98ca0000b734","Brandt's Cormorant","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",0.0626879467990684,0.0676071167114103,-0.0698195670538917,0.195195460652029,1.06469454604632,0.932562069648249,1.21554855518448,0.353802523167931,0.517259085017503,2573,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",0.00937035810561063,0.0389529943587857,-0.0669761079276012,0.0857168241388224,1.00941439735817,0.935217545355155,1.08949776515047,0.80989962195783,0.999933431101863,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",0.0283452420008994,0.037742608086442,-0.0456289105311372,0.102319394532936,1.02875079110057,0.95539643397151,1.10773722044436,0.452643992221789,0.79212698638813,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",0.018857800053255,0.0311226029058998,-0.0421413807474502,0.0798569808539602,1.01903673134511,0.95873422442894,1.08313214796213,0.54456803790979,0.836123145327577,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",0.0683177470897542,0.0428943380744116,-0.0157536106767776,0.152389104856286,1.07070546798,0.984369828394144,1.16461330497347,0.111227848512063,0.252571752166057,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",-0.0990532468943508,0.0324493482061545,-0.162652800700213,-0.0354536930884886,0.905694481321238,0.849886217094225,0.965167427117839,0.00226906181483965,0.0138980036158929,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",-0.0782372497093977,0.0308152840502733,-0.138634096621305,-0.0178404027974905,0.924745005032013,0.870546506096568,0.982317795020587,0.0111198250587136,0.0614459575761671,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",-0.0544209818319228,0.0296765123099358,-0.112585877146156,0.00374391348231095,0.947033338740861,0.893520610813527,1.00375093068092,0.0666827192283751,0.143243020351992,217200,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",-0.00960841432973199,0.0167796771665054,-0.0424959772482916,0.0232791485888277,0.990437598993617,0.958394320895584,1.02355222282991,0.566900578505108,0.954276229530258,50039,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0232053734498138,0.0166126577969274,-0.0557655844192799,0.00935483751965243,0.977061800613813,0.945760810977062,1.00939873077682,0.162459001477388,0.723681006581093,50039,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0164068938897729,0.0135745993727076,-0.0430126197648398,0.0101988319852941,0.983726966118305,0.957899301526828,1.0102510173312,0.226798630771846,0.63547812944005,50039,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",0.0539627199598497,0.0191985868514787,0.0163341811768873,0.0915912587428121,1.05544525438018,1.01646831323151,1.09591678411714,0.00494238379804798,0.0201814005086959,50039,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.0936268711717588,0.0150590470394876,0.0641116813328685,0.123142061010649,1.09814991807047,1.06621146803034,1.13104508694317,5.05726996135743e-10,3.5400889729502e-09,50039,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",0.0296458955062564,0.0143521524532713,0.00151619359721649,0.0577755974152963,1.03008970996916,1.00151734359986,1.05947721960598,0.0388656758042595,0.112024594965218,50039,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_99238953638b","Bufflehead","conditional_positive_numeric_count","did_active_0_14_day","Active composite (0 to 14 d)",0.0830497641819164,0.0135234097097018,0.0565443682027215,0.109555160161111,1.08659588075788,1.05817356301787,1.11578161593142,8.19079944426268e-10,4.01349172768871e-09,50039,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting","did_early_pre","Early pre (-14 to -8 d)",-0.057710663165164,0.0474875503376644,-0.150784551541019,0.0353632252106911,0.9439230196288,0.860032971478495,1.0359959403108,0.224259373530584,0.90612521393875,217199,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting","did_immediate_pre","Immediate pre (-7 to -1 d)",0.0134740454836571,0.0477769672187033,-0.0801670895555521,0.107115180522866,1.0135652295135,0.922962116172083,1.11306245021136,0.777928412422776,0.995910234697689,217199,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0221183088407534,0.0388521420451018,-0.0982671079713872,0.0540304902898804,0.978124507428958,0.906406762944789,1.05551678467719,0.569156332542014,0.836123145327577,217199,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting","did_spawn_start","Spawn start (0 to 3 d)",-0.1156983159712,0.0539630712142777,-0.221463992046354,-0.00993263989604558,0.890743905976982,0.801344776414004,0.990116525855058,0.0320306725510859,0.112107353928801,217199,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting","did_early_egg","Early egg (4 to 14 d)",-0.0774317605870157,0.0405439978572027,-0.156896536176402,0.00203301500237078,0.92549017714827,0.854792494342515,1.00203508297854,0.0561563214696524,0.137582987600648,217199,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting","did_late_egg","Late egg (15 to 28 d)",0.0603661752215277,0.0378699675277731,-0.0138575972286089,0.134589947671664,1.06222543597451,0.986237977284815,1.14406756058775,0.110927477155716,0.319732140037065,217199,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","checklist_reporting","did_active_0_14_day","Active composite (0 to 14 d)",-0.0876361753561314,0.0371588176203849,-0.160466119600178,-0.0148062311120846,0.916094113714407,0.85174668060119,0.985302842142961,0.0183528130673586,0.0642348457357552,217199,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count","did_early_pre","Early pre (-14 to -8 d)",-0.0396333656839943,0.0219623684436024,-0.082678816848654,0.00341208548066538,0.96114176211407,0.920646795978092,1.00341791327075,0.0711367591096409,0.588291386496593,15359,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count","did_immediate_pre","Immediate pre (-7 to -1 d)",-0.0457461871262362,0.0234257846200312,-0.0916598812910896,0.000167507038617225,0.955284394900673,0.912415426333423,1.0001675210687,0.0508417050024228,0.584950014195945,15359,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count","did_pre_14_day","Pre-onset (-14 to -1 d)",-0.0426897764051153,0.0184797144451251,-0.078909351162145,-0.0064702016480855,0.958208602880869,0.924123691387,0.993550685035302,0.0208832532436252,0.427268863174163,15359,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count","did_spawn_start","Spawn start (0 to 3 d)",0.0351914930934655,0.0263273666946442,-0.0164091974358164,0.0867921836227473,1.03581804181041,0.983724700060554,1.09066999707734,0.181324277779371,0.423089981485199,15359,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count","did_early_egg","Early egg (4 to 14 d)",0.001327804636344,0.0189740132634299,-0.0358605780021639,0.0385161872748519,1.00132868655922,0.964774794936046,1.03926755113132,0.944209444553601,1,15359,"completed"
"post_stage4a_staged_refit_v1_s2_detectability","atx_9ae1aa9b7fdf","Common Loon","conditional_positive_numeric_count","did_late_egg","Late egg (15 to 28 d)",-0.0426206169138217,0.0174987549320581,-0.0769175463549482,-0.00832368747269514,0.958274874392022,0.925966199747307,0.991710858497475,0.0148655895589173,0.0489410163881907,15359,"completed"
